expanded_rl_record_id,anon_instance_id,category,selected_for_expanded_rl,selection_origin,sampling_pool,current_raw_passrate,current_valid_passrate,n_observed,n_valid,n_pass,infra_failure_rows
ERL-CC00DC45043C2667,TRN-E01E9706D02982AC,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-630BF1E0AC2AEE01,TRN-BB7C578DBA792659,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-40E1D0174FA04966,TRN-1856A79B23878148,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-CD489A1CD78FCE11,TRN-88FD0C9F83764CA3,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-000FD3A327FC5F51,TRN-DD3CC134F49288E0,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-174F8A1352C23C09,TRN-50284E679ED29AB0,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-FADC94AE6119C96D,TRN-36170068D0203AF1,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-EAA288B184EE8DDF,TRN-DE2F064070F1E579,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3BEE6FC23211BB3F,TRN-9A074CFEAAA0D128,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-EB3FA7FA835C2E03,TRN-DD8FE7895C70C859,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-A5932047525F9825,TRN-453EBC07D51894BC,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-05A2F55D30372084,TRN-F96D39D86529D361,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-60B0194524AB8259,TRN-A08AFE63D5FD6E73,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-50F3634EDC407885,TRN-0BD641D80A0CF2C0,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-CAF32BD5CD007B02,TRN-01B83BE4940B9409,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-A6E514F3A834205D,TRN-D2B3C2A69C243B7D,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-CDEEECE0E042C1D3,TRN-0750343EB1F5D44F,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-78AEE41577B3F36C,TRN-D7D6C4DC302CB3CB,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-CCA078B7F62B7740,TRN-E0A8DA6204D25400,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-88EB363782240A1B,TRN-A1CD6869297B06D8,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6EAF87F8C8B9EFFB,TRN-761425ED02043E1E,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-B6BBB20242446E53,TRN-7A008BC17AF4F07C,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-484B76615771E1C5,TRN-0D190D2C6F79AA91,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6ADDE13B6D3B2FD7,TRN-DC0812E3A378E160,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-1CCED28DC1414A9B,TRN-90B4AE1A915020DD,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-A37ADC3E6EF76CA5,TRN-AC6608777E759780,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-7C7F27C4AF7D45DD,TRN-C44B75D22F93B30C,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D5D6213C608EA289,TRN-56837F18579EF4FD,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-2BDC6D743E246CDA,TRN-A17DAACBB15CA00C,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-662F5AF96B9EA010,TRN-D7E47B64DC2AB657,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-FD319296EF083B14,TRN-4CD568B85BCAA3C3,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-495363DB83FB8A14,TRN-BBA2AB07E2342BDB,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-1D882BF2C810BBBF,TRN-FD9A2FC9BBEED5DC,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-9236BC9C8EC80A3F,TRN-8E5890E6B1196111,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-61EC4FD0CFFBE297,TRN-7B87C5A93379DC3A,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C9DAC9DA5E078A92,TRN-1EA8275B7F253B5C,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-D67D17463934BF05,TRN-2BFB321BCA845E01,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-BE23BEF45645C524,TRN-393D9E09D093D2DD,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-50DAE02F13596B42,TRN-713F38029CB374ED,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-48736134C83EDFE9,TRN-893F97694E7542D5,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3D5142DBE4EDE990,TRN-A0DEC1E52CBDD6D2,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-2B7E50AEEF218903,TRN-E7B06B044F5BD154,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-AF919CA986B70AA2,TRN-622841FB337938DA,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B4105AE8FD36954E,TRN-F12BBF24209C7A38,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-4CDD578D1E6E6103,TRN-F2143BA48BF9A25F,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6C1FC5530D455D1F,TRN-575A4D1635801A48,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-B477A868D8377544,TRN-992B879D89E2446D,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-112B2C423A509A9C,TRN-674C867398AB29C7,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C4854D4DEF21CE4B,TRN-4DB53CCF5B4C9579,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-ECE04DDFEF7CD517,TRN-C6B4FC69C1706A2F,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-BCA55AB43C991077,TRN-B2EB5468A09AEB54,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-9A9E174299A29C32,TRN-5AB4E2E4C94CBC3F,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-B24FE7FDCB0D4B17,TRN-5A28B15AAF8D50A8,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-EAED71A944930B44,TRN-09D2F6A663981D43,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C704B30804BEF9F9,TRN-915DE6A6C2BBE5D3,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-AA1E1BB489697DF4,TRN-125C866CE00525F4,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-272C812A258917C7,TRN-77A31533D6A6FEF3,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-EEF430BC8CB60066,TRN-26280288D8D4CAA9,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-8F24105B027D6B19,TRN-473CD202B544D72D,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F4B996F5E7234DC9,TRN-1C27BBBF62B01363,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-2A48CBF9DDA18552,TRN-24D3B9BE4F1C8160,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-34F39E52B338BEFF,TRN-D00A87629FC12A77,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-722846AC0253EB4A,TRN-8FD81F8DF72044AB,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-7296962F6430B946,TRN-2E3DD4D945D3ABD4,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-BB5FE28324668F02,TRN-EE2E0B9F711C0F9C,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-1D0985F9FF4A0C70,TRN-18DF01D17EB789A1,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-121D324F8F27417B,TRN-5DDD6B279462E984,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B50EE0D3705EE0D2,TRN-8AF6081A7F1F8F81,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-7949F967D3D6AF26,TRN-9BA1E71297A265D4,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-8390D7B381706DAD,TRN-ACC6602FF5A83917,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-D0F86C9F8AE052E3,TRN-8E209D9C5F28D2F4,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-6D1FD45473ABAC4B,TRN-50DFCFF78F47C4E7,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-59DDABD99D978D7E,TRN-070863BCCBBDE47F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-F0DB928B86AC8EEA,TRN-CC8F21FB4C5C6875,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-C6E43C3EB7478F58,TRN-F9AE5DBF710FC2B2,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-7DB168A842ABA340,TRN-C0FB7C1E5F0DCCD3,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-C3358C55D44B6BF5,TRN-6E17E4A24F2FA62D,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-C0C3A324CA359759,TRN-FC77B590F3306CC6,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B81CFFD484922821,TRN-C576E836C9307ECF,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5B15B8A5EB6F2EE4,TRN-D8E1F91E3FB91EF4,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-DBC6C3AD08E24D23,TRN-B7CE03C33AB36215,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-77F5EC8B3AE823F9,TRN-211A629B067D53AE,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-F35BA4B17CFFE349,TRN-3ABF597F529161DE,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-253538A9C0AEDB7A,TRN-B1984C2DA1747917,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-BDA0C7E865502D3D,TRN-B5C198086069CD8E,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3EE72ABD286E964B,TRN-41118EFF99D4B189,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-1D0811FC83DA1A82,TRN-2B576EA30DA1CF98,C,true,unseen_probe,recoverable_zero,0.0,0.0,4,4,0,0
ERL-9855BD1DAF4A530F,TRN-D8C23CCCA0B5496E,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-A6ED95059383463B,TRN-68EA7A801C26D8B3,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-40E61B91B1A7616B,TRN-07051A6AD643C7A8,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-B9C7D98452EC85B2,TRN-B5247A7B71A2A30C,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D50247FA1DF1A57C,TRN-46F63082D3D21C9A,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-E179A4A4BAE447E0,TRN-825B478F0630EE72,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3FD50154817EE886,TRN-FAB7B08CE62CB161,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-018FB0EF0755A538,TRN-7809AEEBCF1E0AA3,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-C1F25153CDF45FC0,TRN-3BB6F1122516027B,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-9E02A36323261D13,TRN-D112F99D9F6BCCE1,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-17B042291C76A0BF,TRN-AC2520B9744B77D0,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-42185E3B2A558549,TRN-50D4975770CAA118,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-B2C648B3CC2E136F,TRN-119D311037A23643,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-E9B08847A5E69EE6,TRN-0E8A28E5F9905EAC,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-EDFBD8ACF584F59E,TRN-02B4F104D975A6CC,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-012D3CC2E86E549F,TRN-652F34D7FF318DC4,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-18E159D748385695,TRN-C28C3A6C2D41B0DE,C,true,stage1_overlap,informative_non_extreme,0.25,0.3333333333333333,4,3,1,1
ERL-EBC9481D078BDD46,TRN-FCD959C8FAAC7415,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-23D9CA41301E1415,TRN-ABCCD8947464D0E1,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-A80A3DAFCB59BEE0,TRN-A79476B517C3CF44,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-8217F01572EB9485,TRN-C2B191562990245B,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B9C5E76E5A5A813E,TRN-F79DD1DFBFF790E4,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-9EF0BDC87941D7AB,TRN-FADA856E233F939F,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-1B6B4E858F84A1D3,TRN-783451FE10FF6156,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-1ED73506FE36DA15,TRN-8F00C9944A9AA93C,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-D506690147B1BC81,TRN-7B0A262D917D4310,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-4D25469200DDD355,TRN-09C4B3DB32CA4996,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-B3B5E212E3C10090,TRN-F48B50052FE538E0,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-64AB0D9B15F352EA,TRN-FF37361AE00AB574,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-9D9330894DD31B9B,TRN-FDC6A3D9DF8A8A47,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-361BE1DF9A108DE9,TRN-C0E1DEBB818B6BBA,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,2,0,2
ERL-DB32645DE3C4985C,TRN-578402F47517531E,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4998960F8B309DFF,TRN-B3CAD1565D0682EA,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-A28BF5C37F5E8EE5,TRN-6B11ED56C9FA1317,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-01CEA0A0317C2EF4,TRN-2572C6F2C426912F,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-F053B3A374B09CD1,TRN-6317CFC3845104C6,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-0F6589758DBE3D08,TRN-494CE45BF726AC84,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-69CC998A94B05568,TRN-E8F0D97392A3B376,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0DA4332EA4381576,TRN-BDA8A7AFD5A5FC62,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-8BA8950E9D858D8D,TRN-BA28DCF0E161DC6D,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-BB4F3EB067E2189A,TRN-40F1F4D6DE1DC6C6,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6230665447E1B9A6,TRN-302FE3094031970C,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-41E427D1829FAF2F,TRN-447926345693DBD1,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-E982136D833E530E,TRN-C75D7B26D29B2347,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-7C190C79AC67B9CC,TRN-133F1F3C1915506D,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-DF46467934CAA1F2,TRN-92DDBCE0D27F403F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-5B7F181A8232C3BF,TRN-50245B170134578E,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-A539F10CF5E16F8D,TRN-D7CE32C4E682B6FC,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-EDDCAB0C23789E71,TRN-3DBAA63F01B66CB4,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-02E4606B331E3E02,TRN-53A4151B4F494028,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-0C94B44ECA5170C6,TRN-D1142254290CD82A,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4C7F69D5D8BF5FB8,TRN-5FDE01EAF4D8C274,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-8AA9B93074F2FCD8,TRN-3FB641583E1B1F1A,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0F0B843731D1E9A0,TRN-9B024481D3B60FCC,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-080770E9E3FFA82A,TRN-6F959917CB943C3F,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-CB483A95A0ABDF53,TRN-7BCC25A3B35351D2,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-127A1C61EAACCED3,TRN-DDB3030BB206CF03,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-03F5001191075A90,TRN-4FA2F5B2C65D14DD,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-727E7BBDEAC46D72,TRN-6042057F25783928,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-47D924A85B6D3256,TRN-719987B760A259E1,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-7C8F4BAE6A61D189,TRN-E8510667FF28C4D2,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-A765255CEA86768D,TRN-8D813CFD9B04FE21,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-458ABDE4990BE746,TRN-E5E74C1D817C76C9,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B51A666C19BD5C9E,TRN-EFD47EC93E695E25,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-16A57C4EB5337B84,TRN-26D6B89B743F6E80,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B2A3A38E15451BF6,TRN-B7D562CDD4D5FAF4,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-2CA84578399671C3,TRN-3B251DA82B6B8106,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-985C14611EED9BF6,TRN-F2CDF234C2D7AAA3,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-14890A2C0E742944,TRN-21FF51706FC59F52,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-06A92D819CEAA528,TRN-0E34D137BB8E2386,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-47A82EC07A99323B,TRN-32D76F2B130543A8,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-866F90B0EB8C465E,TRN-D6C6219C8F39C548,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0E911FCD48121B81,TRN-8A9DC12866DC6CD7,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-B287B4BC1B52D154,TRN-6580F088D8CFCBEA,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0A16672EB20E252B,TRN-4A150AEC8BEA7BCA,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-1B0C6CAEACF2B779,TRN-8B1A2E535DBA10BF,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-EB82AC17C88919B7,TRN-86D06E1236DD6D78,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-6F73E417679AE09B,TRN-55B465BACEDF1729,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-CF0B00F123AD74A7,TRN-BD82CE8783E42105,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3B2FD3FC51200F61,TRN-729B2F35DF0E29B3,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-51EC1C41808388A0,TRN-26F2A8AAA235B21A,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-2398E42C3AB9052F,TRN-8502549423474AEC,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5BC0EE38D3394995,TRN-0156DF4FFEA84FC5,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6ED9C36E42A80D99,TRN-6FE6F173382FB10E,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-185136A4B9945335,TRN-11B968B98D5B604C,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-8C26C2A620E8655D,TRN-C073B6E04FC521D5,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6D178062389395DF,TRN-0E503D26E33C8DD3,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-0F069E63E17700B6,TRN-DCB09E97CA19BF42,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-9C64B254861C4EF6,TRN-F989DE321C62DE35,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F55A3F78C80A35A3,TRN-AAA19EC41FE0D98F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-1C79774E0C8F68DE,TRN-068704F56077FFD0,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-54475265744D0AF8,TRN-878C9F65AD342A2F,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-87C0F52984293E25,TRN-58DD6CC9DFA5EE7A,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-9EFB87D2E5F9718F,TRN-0C1F7EADDC4B2546,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-2801D10EC95017C8,TRN-633A00A9BE26A3ED,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-5B43CF1298BBA491,TRN-B451BC2A6EB511D4,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-1DBFA0D72C60140B,TRN-6022292B0A2635A8,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-52B03CB2C2611867,TRN-D0038A39E6ED3609,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-CD2B8505C24631CC,TRN-A440A9057FB040A3,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-92AEF8D00A79AB98,TRN-74FB679D680E3F3C,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-E30FF5A999DD6943,TRN-D18EE59E3F730271,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-8241B6BD2DD8C270,TRN-9FD71A6EDB6C7EBF,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-CCBA6B5FBB2CA871,TRN-8926D51FB818DF20,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-5A8BC5B9A5B5B014,TRN-FCDB9FB5F136AE0D,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5CE7E99E9EDC8409,TRN-A9A60F6867BB55B5,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4E64FC94D02AF4F1,TRN-405371E4F1116A42,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-EF95B6D6D568A927,TRN-EE714E6360FA87B0,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-FD1C8577C307835B,TRN-16F51231020ECEF0,C,true,stage1_overlap,informative_non_extreme,0.25,0.3333333333333333,4,3,1,1
ERL-4307B5FBC0CEC586,TRN-47853C989A4A2672,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-6EB972FCB74C9B64,TRN-F2CCCDB41DE51F7F,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-44815414E413884E,TRN-8C1E22CF514356E0,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-65BFA467D07EAB9E,TRN-5A39B58D2065973E,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-5C42D4141EEA7C81,TRN-B7A58406C2699487,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-2A8E8E4DC5117440,TRN-29CFCC950564B867,C,true,unseen_probe,recoverable_zero,0.0,0.0,4,4,0,0
