mopd_record_id,manifest_position,anon_instance_id,source_record_id,teacher_category,upsample_occurrence
MOPD-636E119FD780DEF5,4122,TRN-92D68104D1899059,REC-46A0581D0BE2FF6B,A,3
MOPD-1D18EF10EC16F874,4123,TRN-4FBDEA60E356AA10,REC-A94D9EE199BFA812,B,2
MOPD-C8F90D9FC4D7352F,4124,TRN-94B0F9B6FBD86E8F,REC-F7969E778C2BF7FA,B,1
MOPD-114CB716B4D1DDE4,4125,TRN-89BF729F458C5C2B,REC-5815C8C471169B62,B,2
MOPD-120A08DC3D7CACF1,4126,TRN-EE649843EDB1F4FD,REC-6A4AED06AE746A29,B,4
MOPD-3F9ACF51C16E9702,4127,TRN-CF93EC152A34AC7E,REC-7C991FDC5AD582A7,B,3
MOPD-991B3FAD7F7E0848,4128,TRN-2D970A7A9A503060,REC-638F7F5925D900B7,A,1
MOPD-B3AFE72FA7F52429,4129,TRN-8502549423474AEC,REC-C0CFECA942A28239,C,1
MOPD-E7C84D29497E4E4C,4130,TRN-69F75655E6C6D713,REC-80B3D59261CBDBEB,C,1
MOPD-9769F7FE675DFD98,4131,TRN-1351690F083B8001,REC-8BD9EE7EF5B607E2,B,2
MOPD-7B9226E812AAF316,4132,TRN-5DDA197CA515F40D,REC-7554860E2E7AD493,C,1
MOPD-A9D41D70B9C1CD82,4133,TRN-9F2A28E7D4619BF1,REC-57107DF49EBEB789,C,1
MOPD-8C900466663E7300,4134,TRN-6BD644B57D0CB426,REC-9D85B6B475509D3C,C,1
MOPD-FA66D514CF06E96F,4135,TRN-27BBA37CC608A665,REC-639109BF0E974296,B,1
MOPD-49D5805F6431B976,4136,TRN-FF8D82BE171567E2,REC-C8FFDCBE60301113,A,3
MOPD-C7A930BA680052BF,4137,TRN-F5381F5C1BD91418,REC-746944AD5A34D28C,A,2
MOPD-1DC611391042BF2E,4138,TRN-F5DC8AB11AA6CA83,REC-2D2ABA4C962F8A81,C,1
MOPD-D617E24080F75350,4139,TRN-ADEB888B5108BB74,REC-C60A9FF870A636EE,A,3
MOPD-17023361A2B0E0E7,4140,TRN-608BB5393A53D209,REC-3E5788D71851A3F8,B,3
MOPD-917A03E0959E7A7C,4141,TRN-486248BA2DEAD918,REC-AA805C5976002882,B,4
MOPD-1ECC4A482F0E8801,4142,TRN-069B342EB5EBFA78,REC-F02CF6EB04018EAB,A,3
MOPD-D13FEEC6DF9E80FB,4143,TRN-509E2F10DCC5A61B,REC-1935BEF1D16CAE09,A,2
MOPD-E58088A1A925484F,4144,TRN-72BC2C166EF1694F,REC-576C59B448E3D138,C,1
MOPD-E2C7A13A7D92AC8C,4145,TRN-A0A2768EFF496A88,REC-7429197403A06EBE,C,1
MOPD-B604AFBF8BCB588C,4146,TRN-F63C2CD8FF21B2C7,REC-677C0D2639C98FFA,C,1
MOPD-A9958B829BB9A046,4147,TRN-35998C8B627C10B1,REC-75CF8AF56D40FA3B,C,1
MOPD-A528A5E62B52915F,4148,TRN-D2A61B21AFF9C638,REC-9E5E6B5CC5D7F935,A,3
MOPD-09D72B0BC4A035B7,4149,TRN-2A6BC1D7512DE704,REC-81DBEFBA067CC98D,C,1
MOPD-0E06EC66101378B0,4150,TRN-BA834D87E9A6330C,REC-EAC564525C4809AF,B,4
MOPD-7BEC90DCFF979EE6,4151,TRN-F805B170CEF6EF4D,REC-5F17064AC432009A,C,1
MOPD-051714A25DEF9328,4152,TRN-34BEC79B61F8C1F8,REC-425496169AAE9138,A,3
MOPD-69443427FF4236B0,4153,TRN-AA1AE10788F846B1,REC-32C47D93CAF2326E,A,2
MOPD-1D5585CF31FB3A88,4154,TRN-7587EC6ED711C6B5,REC-380029EDFFECC38D,A,2
MOPD-5DE71D3D7DEDDD7A,4155,TRN-AB7F6D632656DE0F,REC-68EEE07221CCF80D,A,3
MOPD-20800AD00986A6D9,4156,TRN-0D1BC7D342B84EC6,REC-3D953FFB9B21FBFC,C,1
MOPD-F2FC4D40BB328D2E,4157,TRN-D68BDDD8AA9D938F,REC-B2FF66F359BF1B11,B,3
MOPD-9EF70DC0D830EA08,4158,TRN-A3B4E0521D49EEEF,REC-0EA712E2756718D5,A,2
MOPD-3E892AB61266B6E7,4159,TRN-6870C597DEEFC463,REC-683737C2EB923F83,C,1
MOPD-0A113A2D81E5AFD3,4160,TRN-A95D1A3B30C05499,REC-D7410B12B5EACE32,B,3
MOPD-5B2CBA1982A13C34,4161,TRN-7E068BB8C628F3FD,REC-D573A63D6937EC27,A,1
MOPD-786B820247EC4DE5,4162,TRN-126A63EAD42BB71B,REC-B886E8BCF7EBCDFA,A,2
MOPD-E78D048E1CB8E552,4163,TRN-B68D5E6A5F416650,REC-BF9E6DC94E3B119C,C,1
MOPD-99C4639134D262B3,4164,TRN-C05DBE3E893AB018,REC-9E738F818F446090,A,3
MOPD-5FEE56FF3FE6DBFF,4165,TRN-9CCBFA6DAB9ACECE,REC-49CE1CCD67856BFC,A,2
MOPD-8C57E00A83EA422E,4166,TRN-47024C71B9D6C765,REC-A5D90521389B1285,C,1
MOPD-A6BC2E47F6EBC653,4167,TRN-141C1BB26CC28E75,REC-E227713EB645CE2D,A,3
MOPD-F4535E4CEC384EE4,4168,TRN-FC3582F7D8C595DA,REC-9F9D4174E650E05D,B,3
MOPD-7E650FE2278732C2,4169,TRN-10860A3C056D4F26,REC-73748819A0FF3C38,C,1
MOPD-B0A886AAC01D71C1,4170,TRN-9014EC4FA6CB630D,REC-F452914B9E534503,A,3
MOPD-3270F169A18E4F69,4171,TRN-BB3436FACBA3BFC7,REC-50709F1EA08F9425,B,3
MOPD-03788F865B35897F,4172,TRN-6A46C849D9D95637,REC-E19A3DF4D4EC1F9F,C,1
MOPD-EE011CF06F2C012A,4173,TRN-47D057257B51EC56,REC-6FC90EEBD5FF4138,A,2
MOPD-9DF8D4A1A24F970B,4174,TRN-4325DED72BA2432C,REC-E086FE85E1439D21,A,2
MOPD-7464E8C5B47B54C0,4175,TRN-7AFE64F361FA7112,REC-BC2F9707B7EC1511,B,2
MOPD-06FFB52EF208D6D8,4176,TRN-34FF4ECD6D09D45C,REC-129E4BF060B3756E,C,1
MOPD-99FCB8A41A918DAB,4177,TRN-EC0C58C395DF4970,REC-830DAA8A4EBD12C1,B,3
MOPD-F02B08E774A87AFD,4178,TRN-8FC54F3C2B8CE4E6,REC-91F27DF98D99FE24,A,2
MOPD-7522411ABFC933A8,4179,TRN-EAD13991C16C83D6,REC-43BB6B9D625BB41F,B,2
MOPD-B59DA12244240C31,4180,TRN-1EBB70275777C11E,REC-3586BD04571863E5,C,1
MOPD-A7A38BB88CCDE6D0,4181,TRN-77B3C0D3015B2125,REC-D3857B3BBA916DCA,A,1
MOPD-6972D6C3D3CD81B2,4182,TRN-948A4E1D5BB8ADAF,REC-C65325BEB877AAEE,C,1
MOPD-445D3C10CC6E13BB,4183,TRN-91D27DD4F5ABFCA2,REC-423560153BB974D2,C,1
MOPD-C8F1D5E46D24DB38,4184,TRN-D40866EECA870DF7,REC-2E13BC73F750F87B,A,3
MOPD-DC8F8D832DCC3F5F,4185,TRN-E43B8C4B702661A2,REC-DD5C64575CABFD3C,C,1
MOPD-87166DEB40017285,4186,TRN-115BC482BA5DDDCC,REC-676F0387F7AE5E28,B,3
MOPD-6E11BFF3A4561381,4187,TRN-00B8098A9CE4AEE9,REC-1D95C1D50BD0152E,B,3
MOPD-D2CD618EB91D05FE,4188,TRN-1DD6D6941AFEA89F,REC-01DDBF0E54728350,C,1
MOPD-7DE08D014ADC6BF4,4189,TRN-6F45461F45EEEE4D,REC-3C127ED4CF11F046,B,2
MOPD-6FF112FB278DA48B,4190,TRN-47DA52A14E8FA658,REC-93CEA376A7DC0AF1,C,1
MOPD-79A3B6FA9C01B41B,4191,TRN-2495235CA402A503,REC-4E370CD6432AE043,B,4
MOPD-FE4506FD6E3FF2D8,4192,TRN-5DBE3C3FC36495AA,REC-5FE02DAE2785CF61,C,1
MOPD-6D2C8E467CB95040,4193,TRN-07851DE09074DAE5,REC-3B4301A64EA9D5E8,A,3
MOPD-773CEC6D36B252CF,4194,TRN-D45472179450215F,REC-6A4051529EE5203C,A,2
MOPD-B13FE9F648FB17CB,4195,TRN-2A3006EE75435E66,REC-329B1E026F45FB3E,B,3
MOPD-91B272897B6F05B1,4196,TRN-A3D4C253CFA61FD4,REC-10F944E7A5C15AE2,B,3
MOPD-1B45F3F6CB543F73,4197,TRN-7D3447C4ACCC0B75,REC-14C78F5C5A3711E5,A,1
MOPD-D110527C367AC573,4198,TRN-37DC360E3B9A5990,REC-875139A2DF22D4DA,C,1
MOPD-8082F5FBAF6B77FB,4199,TRN-E21FCA9BE36D77C3,REC-156A7B38293F2D45,B,2
MOPD-73198C972054011F,4200,TRN-6E24FEF9B71F1323,REC-F88A4AC0E20DDEFF,A,3
MOPD-94CFF0C8DC9A10F8,4201,TRN-20925F4FAEA079B1,REC-9491360DA179E37E,B,3
MOPD-B3BE29A6519D880D,4202,TRN-724EA6045F79CD9B,REC-20335496DEA39D68,A,3
MOPD-676327ABFA8BF395,4203,TRN-52209532020B2A8E,REC-3E5E39C868C23783,B,3
MOPD-B9E82CAF63BC3C01,4204,TRN-6D964F3573E11773,REC-943BECF9F10E3B01,A,3
MOPD-50A3767676BC465F,4205,TRN-D86947A7F7CF7A17,REC-84FA4342EA0DF705,B,3
MOPD-B7C8E51EC5BEA360,4206,TRN-934EB5BAB44B079D,REC-5839B2F9EAE20338,B,3
MOPD-2BDEDF91628E8605,4207,TRN-62D719D130A03F79,REC-CF5145DA27979A79,A,3
MOPD-EAA482004C79801B,4208,TRN-7D15E2CE35AC1A29,REC-BB7F347037CF60EF,B,2
MOPD-BEFA2814270FD6E2,4209,TRN-F8B02CD09219C391,REC-7127162EDE907BE0,B,3
MOPD-709AC24FD97D6D70,4210,TRN-6F45461F45EEEE4D,REC-3C127ED4CF11F046,B,3
MOPD-FE59F2C6B8CF609F,4211,TRN-D9AB9254F0D72E5B,REC-B1077B5E8A142F6F,B,2
MOPD-DF4275D6275602ED,4212,TRN-ABFFC383465539BC,REC-C438B0E4718F06B7,B,2
MOPD-391687E8BBC8E200,4213,TRN-89171054E2F4225B,REC-AACB272640C3474E,A,1
MOPD-B9189CDDABE1CE7F,4214,TRN-0B9062E4BE2A288A,REC-113761EADD3C41C7,A,3
MOPD-8C0A5B2548FAB6BF,4215,TRN-BAB421F3CAB0C04D,REC-17A60AFBC146D409,A,3
MOPD-718C24532C5B2FDC,4216,TRN-29FDA14377880CB1,REC-9BE1852D845EBA7F,A,2
MOPD-75AE2922D88DA9A7,4217,TRN-28345C76E81DD9CA,REC-1BEE8EF8B01B9F69,C,1
MOPD-20225A7FC5502723,4218,TRN-2201171670D0E79D,REC-1DAEF3E4370886D6,C,1
MOPD-6E0A3AFDE77694F8,4219,TRN-E7686A9C760FB355,REC-449A3DAFFD397754,C,1
MOPD-88016BA4FEC7A185,4220,TRN-7EDCC55E624D8E37,REC-54AD5760D5004317,A,3
MOPD-D85C4280199E650C,4221,TRN-468AE4AB3B769291,REC-44F189CBB6599B48,C,1
MOPD-051F5944120818A9,4222,TRN-8C0726A63B7B7C11,REC-D669E484B683EFAB,C,1
MOPD-C59FB5E35AC751A2,4223,TRN-0A313803711E2C92,REC-13C4050A2243A038,B,3
MOPD-29237ED41948CF52,4224,TRN-B4E6CB3C0041D41C,REC-E51B1B03C849BE8C,B,3
MOPD-405846DBD18020FB,4225,TRN-A81340919AE2CA0A,REC-F2FDC8A576E60D6A,C,1
MOPD-6DBEC115A987E7BE,4226,TRN-94B0F9B6FBD86E8F,REC-F7969E778C2BF7FA,B,2
MOPD-B8C32EE102C47131,4227,TRN-2286B985DE0F1547,REC-201D951909E98947,A,2
MOPD-552183735E6D8C22,4228,TRN-E21FCA9BE36D77C3,REC-156A7B38293F2D45,B,3
MOPD-AD4668B2B0590842,4229,TRN-9511E2C2137A4915,REC-DF7D48B04CE85236,C,1
MOPD-B60EE7B946140312,4230,TRN-BE89028D2C73AE72,REC-CE26D47C2C7B3EAE,C,1
MOPD-3569407252A9E414,4231,TRN-82CAFFC37D65A214,REC-1EF3214F2E4CB4BD,B,2
MOPD-7C9934AA6C8DBF81,4232,TRN-AECB386F50F57241,REC-EDE2032B939B6F01,B,3
MOPD-D9DF563DBFF90740,4233,TRN-D00EF8AAF99997DA,REC-49D3C619E9AB7DC8,C,1
MOPD-AF003995B8FBB377,4234,TRN-89171054E2F4225B,REC-AACB272640C3474E,A,2
MOPD-BFEEB8E91E14737C,4235,TRN-E709BEB7F9BE0AEC,REC-2816C45325F783AE,B,1
MOPD-2249A5240387266F,4236,TRN-DEF0DA5DA9F98956,REC-268091D80DD726F4,B,3
MOPD-4EC41CE1D182857A,4237,TRN-B0438D505366B6C7,REC-97AFA57EAE0E327F,C,1
MOPD-5991B4F39EE06494,4238,TRN-A915DFF428690870,REC-59FD22B0704AE17D,B,3
MOPD-DCA3F7444CC8708B,4239,TRN-F86940FE58677FD6,REC-C11920F3DBBF603F,A,3
MOPD-A65F75C237BA9B6C,4240,TRN-F8146E23CE0C0DBE,REC-BC5409CB78E65BAE,B,4
MOPD-E45EAB2BC68AFE30,4241,TRN-27BBA37CC608A665,REC-639109BF0E974296,B,2
MOPD-838311EC09D7EE83,4242,TRN-F1B644A283C4812C,REC-A879AB37CBB31D1C,C,1
MOPD-1484818575D88FAB,4243,TRN-D875638D8C0F9B24,REC-F074C811F0000115,C,1
MOPD-66C633AE3D96E5A6,4244,TRN-A8E9EFDBE05B4F45,REC-0B9FE65B544D01B7,B,3
MOPD-0E252A8F898F03CF,4245,TRN-F17D57162C43CA3A,REC-9BC9718118AC368F,C,1
MOPD-BE2797C8303750BF,4246,TRN-F4F634C7DEF50AB8,REC-7BD55FDAFE3AD240,C,1
MOPD-00626BBD0ACF3E3B,4247,TRN-065B9866E9E3B336,REC-460EA131D9545C3F,A,2
MOPD-2E2C86087D002BF9,4248,TRN-AD47D40DEAFDE980,REC-AFBF3E70C374A6E4,C,1
MOPD-7CF9D44E6B78B7D0,4249,TRN-C21AC329C0D3BDB3,REC-5B4EB62CFC775E3C,C,1
MOPD-D75D0F06393894B3,4250,TRN-596A2E87A8DEA819,REC-6C580D288ABAD59C,A,2
MOPD-CEB14AD4D7F53DA0,4251,TRN-A7F4777D625A1354,REC-D65B6471E654F96E,A,2
MOPD-84AEB9CA6B0DE255,4252,TRN-330810C5D45AB9D2,REC-6B64CFA1C76856B0,A,3
MOPD-B4C681B02A910C84,4253,TRN-35EB58372181B02B,REC-2FA28A6A4C5EB039,C,1
MOPD-854E645ED103AD9E,4254,TRN-1E8D635B3C4DC62C,REC-BBCBB4C2CEBF2A24,C,1
MOPD-7592AC1917C45F10,4255,TRN-9DF2C38C6D0BF027,REC-92091A550775F84B,B,3
MOPD-9C7972FB8AA1B8B6,4256,TRN-8E5230ADA844A4FF,REC-698A91480416647E,C,1
MOPD-0F317A4E470E85C0,4257,TRN-E74A0609F493B491,REC-0667494BDDADBEEF,C,1
MOPD-101A27672579D6CD,4258,TRN-3CF5E8E69A8BFADD,REC-DF565C4F1E60A12A,B,2
MOPD-9D0AE4A05B96EFA0,4259,TRN-D4396F48CB4BABC9,REC-0631F965B57C9039,C,1
MOPD-0047AB0010F55998,4260,TRN-BF44E4C23C980D45,REC-51DB7139AB38355E,C,1
MOPD-922CDDFE2BA6D11D,4261,TRN-E5A72DE11656072B,REC-3D1A479FD3B716E8,B,3
MOPD-BDE46FDE6E9F2811,4262,TRN-3E2706F14686F5EE,REC-2B0BB5CD15242DE8,C,1
MOPD-19CC77B8192A0D56,4263,TRN-FC3582F7D8C595DA,REC-9F9D4174E650E05D,B,4
MOPD-A19828FB658C7ACD,4264,TRN-BE15414604B69C8A,REC-D5254EBEF2BF3626,B,2
MOPD-7E50C7B7D550E8A2,4265,TRN-D479F9DBD4262A14,REC-C3F442FFFC5B816F,A,3
MOPD-53876E1393E4B193,4266,TRN-F588A8200C762A7D,REC-D22E8D146927A8F6,A,3
MOPD-B8899BB8C7AD3B5E,4267,TRN-A0661B44EABA49F7,REC-9D030B17EADF0DC1,A,3
MOPD-F410496178420686,4268,TRN-8A7C9D47E1019AF6,REC-475AF392B59FBABB,B,3
MOPD-F317CB1F688B9C4A,4269,TRN-126A63EAD42BB71B,REC-B886E8BCF7EBCDFA,A,3
MOPD-899C0265EB0ECC94,4270,TRN-97FBB7DE43F1155D,REC-6D8C7A2D5C199DC1,C,1
MOPD-623D226A29954548,4271,TRN-560EDD43BF060CFE,REC-669491F34CCA0692,A,3
MOPD-F1BEC749F867B798,4272,TRN-37BFAEF492D54652,REC-E2267E2170C44883,A,2
MOPD-7A61DB937F291099,4273,TRN-520656D21ED526DF,REC-957ADEF500EAD2B7,C,1
MOPD-760E02607AFFD1DB,4274,TRN-3809824FBCFF5B90,REC-6B388F45F50CFA5A,C,1
MOPD-D25405853E6F7DF8,4275,TRN-907333981E4B0510,REC-313F2E3E74483779,B,3
MOPD-3FDF79BDD50E711F,4276,TRN-7F39B9458FAA5C32,REC-8803896627644ED0,C,1
MOPD-869E4C783D1E8F46,4277,TRN-A6F864D8970CAF41,REC-715B79825A6CEFE6,B,3
MOPD-EEAB3B52F845301B,4278,TRN-5E59E28B1C3BB9CE,REC-C160F1801486583F,C,1
MOPD-E3C4CBB631F8B7B2,4279,TRN-C8D1E0FD0896ABCB,REC-A3799A69F08ADADA,C,1
MOPD-4F13EF66ECB5FC39,4280,TRN-F5A561F82FBC33DB,REC-323ECD52A473CAD6,A,3
MOPD-D8A1D085AEA1296D,4281,TRN-3C0F1A1C1695AB68,REC-DACC1FD99C139F63,A,3
MOPD-9CFB3EF2CC0F2BC2,4282,TRN-60B2270D000D42E9,REC-BB3AD45FDCAAB903,C,1
MOPD-8A5C39FED070B86C,4283,TRN-3F883D1FE2AA1823,REC-1781FC44115D9312,A,3
MOPD-ED84FBDB358D332B,4284,TRN-892B85C5C3E5172C,REC-55BD95E20EDD6D20,A,3
MOPD-47E82D3B2DD8F3FC,4285,TRN-060C3C7491D6F43E,REC-11BFC841FF50AC78,C,1
MOPD-E7F216FA012E1B6B,4286,TRN-6F141FC9A6B355AC,REC-EFF6B4C80E9FE99E,A,3
MOPD-DF6EB196E830407F,4287,TRN-CDB0E6B28D7A24F7,REC-C1EBE3AC42AF1ECF,A,3
MOPD-DA02E5C56E2D6EB5,4288,TRN-787D3DD425C5D051,REC-90A85807BD59F3D6,B,2
MOPD-4D5A4D3B092AF849,4289,TRN-E5A72DE11656072B,REC-3D1A479FD3B716E8,B,4
MOPD-F50D655315B09923,4290,TRN-8FC54F3C2B8CE4E6,REC-91F27DF98D99FE24,A,3
MOPD-379433877EF08CC3,4291,TRN-9FE6ED77D8DB1F70,REC-825C7794B6170CD4,B,2
MOPD-B85B342553BCC29D,4292,TRN-A0715748BC68A86B,REC-F87D79EB299C5670,C,1
MOPD-37143EA47A0D82EF,4293,TRN-2B97461DBC1C600B,REC-7D9B75FAC8F71A9D,A,3
MOPD-0AA900F3704B0AAB,4294,TRN-ADDC2AEC706A6639,REC-09752896497D2D64,B,2
MOPD-C82B55F758F44131,4295,TRN-94B0F9B6FBD86E8F,REC-F7969E778C2BF7FA,B,3
MOPD-DB76C8FF606821B9,4296,TRN-218A9612006BDBE4,REC-D54CCE8DF428DB55,C,1
MOPD-F13CE119669CEACF,4297,TRN-F531AAA6776EC3BA,REC-F2BFF438C1FCF3E7,B,4
MOPD-78EC07B73BD9B3D6,4298,TRN-EA0D3C28E60D1046,REC-2954B5AC846B8E5C,C,1
MOPD-2CF85AB6E4F2D7E3,4299,TRN-358EB7EAC6EB76FF,REC-55B481D825A3F819,B,3
MOPD-172EDE7DDE887E0F,4300,TRN-BB32A9A89AC9FFB8,REC-A7798630E0974F0E,A,2
MOPD-72CCCF9D1CF91FB5,4301,TRN-F71DF3009848C94D,REC-B7B20D35034FEF29,B,3
MOPD-38D839A22F50E470,4302,TRN-35204140A221ABB0,REC-3FC3177A1C7CB81E,A,3
MOPD-467FA88F2DAFABD9,4303,TRN-9BAE0A244FD84532,REC-DA984FEA84E02ECE,B,3
MOPD-16CB7242E4C233AB,4304,TRN-D68F973063118F70,REC-9EF77FC56653FD5B,B,2
MOPD-CD89B2B068262D56,4305,TRN-393D9E09D093D2DD,REC-C9EC9EFE23233508,C,1
MOPD-A0C1B9CB05ADA297,4306,TRN-9617FB693FD61B5F,REC-B696B876D3B17FB7,C,1
MOPD-57A96F75A10DBDD5,4307,TRN-2606FD9F7208E65F,REC-32A49C4384C22688,B,3
MOPD-02EA4C0CFC527BA0,4308,TRN-FB275022E0CC75E2,REC-36CA6BFEAB751C8C,A,2
MOPD-8B45C527738CEA14,4309,TRN-A64EC7A22844C5D6,REC-C303836C55F25252,C,1
MOPD-3849C8BF1A6AEF26,4310,TRN-A71C46AC2F8EE331,REC-68E42A942E72DF27,C,1
MOPD-4F1D3FA3E4C7F3CC,4311,TRN-95C2D9B925CAE077,REC-88B7C546A3703BDC,C,1
MOPD-027FABB70B3F6F6F,4312,TRN-761425ED02043E1E,REC-9446DD45B045C01A,C,1
MOPD-257B55AD9AC4BBBD,4313,TRN-80466A6E32088094,REC-FA64BC514D1083A9,B,3
MOPD-48C6AD0436421530,4314,TRN-A04C08AC4A882C68,REC-3B3938DFDCCBF249,A,3
MOPD-67D47A9DD878DB95,4315,TRN-9602EF679C6F2C81,REC-8DD2D1333ED903E2,B,3
MOPD-8F4D4B342784F03D,4316,TRN-126E9D1A9D5ACBBC,REC-FED7033B463676FD,C,1
MOPD-5FBBDA3C612CBC08,4317,TRN-3623EF94F1EDC173,REC-4E6F149708B3EDEA,A,3
MOPD-0E4E204C309AFAF2,4318,TRN-A74E274B038DC962,REC-CA26E7F83C3093D8,A,2
MOPD-F665F26FB9718019,4319,TRN-E967AD35540F3E13,REC-9FEE9CFA53D9F4E9,C,1
MOPD-3FDF8530AC6475B6,4320,TRN-0322381F14B3EB2B,REC-B9F561B91ACC8144,B,2
MOPD-5E4ED7B299183A67,4321,TRN-74888549B2347CB1,REC-8917FD44EFAC1A8A,A,2
MOPD-57920692A2E38578,4322,TRN-9D2B67E0B24B049B,REC-FAB7EA7C9E80482F,C,1
MOPD-E5DFBAFEBD501716,4323,TRN-5D79F5FEC551E598,REC-6D7DE3F5949D9A48,A,3
MOPD-E871A5F7FD616CF3,4324,TRN-F730F88BA55B4747,REC-7F4AC6ACD95CE11C,A,3
MOPD-741A41FE1A57DB44,4325,TRN-B0237D96ACA9BED1,REC-9FD52645610ADB2E,A,2
MOPD-3311185682599AED,4326,TRN-AA1AE10788F846B1,REC-32C47D93CAF2326E,A,3
MOPD-B0276CC730078224,4327,TRN-86E12948710E2280,REC-BBC733FDA6435045,B,2
MOPD-582B9827160267B0,4328,TRN-8E725FED4A5FBB35,REC-30E8B7B6FF0927FD,C,1
MOPD-9228CCC01409CA17,4329,TRN-A4F040728070F5C3,REC-C953DD44B1442217,A,3
MOPD-3A4290B63420B119,4330,TRN-A6BF04353C8EC8D8,REC-95EFC5166BEA77E2,C,1
MOPD-F57A3581B66BFE5F,4331,TRN-26D89C787775A532,REC-EE7F5B44577C2CB8,A,2
MOPD-7A8B4D3B2B23E837,4332,TRN-4D08EC403CA1F4DC,REC-E2A64E7461DFA822,C,1
MOPD-5F818F654267F8A0,4333,TRN-831E67E452C7D8DB,REC-E9DD0312BEF835A2,A,3
MOPD-E5E455FDDFFD403D,4334,TRN-013538F79DC7D105,REC-C389C08E145E3676,A,3
MOPD-CDC201380818409A,4335,TRN-76FD977C9F2A8781,REC-326287F21BCF1395,B,3
MOPD-BE73D07C0E51ED58,4336,TRN-0AAC118DC1F0AA08,REC-94F5C910D4D9FB10,C,1
MOPD-345A852F62B7CD7F,4337,TRN-DB73559EB7C22624,REC-72CBC929110D89A5,C,1
MOPD-FCB882F13295D993,4338,TRN-3F14051A4E27F4D9,REC-8DA210383EC32A5E,B,2
MOPD-D7A9C430EF257B74,4339,TRN-0F0F17499DF0F513,REC-921DD118436E883B,C,1
MOPD-57C1E7114957D460,4340,TRN-065B9866E9E3B336,REC-460EA131D9545C3F,A,3
MOPD-415E88EB54C4498E,4341,TRN-3F14051A4E27F4D9,REC-8DA210383EC32A5E,B,3
MOPD-A9DBFD2373892012,4342,TRN-ABB08771E5191F1B,REC-7BC7EB8FB3B2DBAE,B,3
MOPD-9D33E0114B03E6FD,4343,TRN-6BB0A767E79E2B9B,REC-FD223062FFBF18DA,A,3
MOPD-306BEC7F622C8B5F,4344,TRN-9083A9041AFDD341,REC-16CCE4D22D251F14,C,1
MOPD-709B25C8CBE5F826,4345,TRN-95AEFCDCD5D61C4D,REC-8722664CE3470D4F,A,2
MOPD-AEAACDFCFD7F3426,4346,TRN-F3FAE49C8D46F1B4,REC-1390C53610AFB94B,B,3
MOPD-0B0AB0B7E432BCAD,4347,TRN-AFB40D263C7B4CB1,REC-7BD19A7AA68AF48A,A,3
MOPD-7CEA134AC2583612,4348,TRN-C2A528595C2CC90D,REC-07C8A32D1535BFE9,C,1
MOPD-499B11E1947DF181,4349,TRN-1916B31E442EFDDD,REC-2BDA2963DA7E5EDF,C,1
MOPD-F7893AF47E22C188,4350,TRN-178E68CBB972D903,REC-680616092F538C72,C,1
MOPD-FDDDE485A68D9C6F,4351,TRN-A74360F250E6BA8C,REC-90A14C7FA79D6E96,B,3
MOPD-B4D1A8036AE136E8,4352,TRN-B23DD06C37887709,REC-4E342986CBAB6C57,A,2
MOPD-ACFE0F91B749BF7B,4353,TRN-1059D3C309E7582A,REC-67BD344B86F00BD0,A,2
MOPD-CB14DA10752115DA,4354,TRN-BE009F008C6170C8,REC-BD44470CF83A92C6,C,1
MOPD-7F75A0911425E8CA,4355,TRN-55078EF5F55EE952,REC-DA29285AFDF46BC4,C,1
MOPD-8B5E8DB51D797F90,4356,TRN-28A5693619C5BE4B,REC-B681456F83734BE6,A,3
MOPD-2F7614B49644A5A4,4357,TRN-01758F61A60F2530,REC-648A3742FD0BC343,C,1
MOPD-1E4CD1A2403421D2,4358,TRN-E709BEB7F9BE0AEC,REC-2816C45325F783AE,B,2
MOPD-6FB4785384A638D8,4359,TRN-81688AEE4BC43B9F,REC-AE3E36C53CB41371,A,3
MOPD-4EB32FF6B039CB04,4360,TRN-3A7B6421891414F6,REC-EA1448A54C960C45,C,1
MOPD-71E6CDB7778B7E13,4361,TRN-7F90DAE727711CFA,REC-5606AD4D2F5FF65A,C,1
MOPD-C4FB97DEB96A0107,4362,TRN-BD82CE8783E42105,REC-F79E5642BC5EC3DA,C,1
MOPD-62921440C123602C,4363,TRN-D4AE99F067D8F07E,REC-28F390BC34531582,A,3
MOPD-6CD6A2DCA9340D5B,4364,TRN-4DE8DDFD1BDBB283,REC-684F7F06BC6D7AB9,C,1
MOPD-9B1E919362A31948,4365,TRN-C5005A3835BF54EC,REC-A1F10A0D6A32042A,A,3
MOPD-AE373D1B7D30C33F,4366,TRN-88351D9F82EF69A2,REC-404D3DC1C2F71B62,A,3
MOPD-104CADB1A7296E15,4367,TRN-754FF6BD7E4A12F2,REC-92D361B7E96FAF84,A,3
MOPD-429D7093D1DC3EA2,4368,TRN-A4B33D3C154A7D31,REC-530CC85CA696A6E6,A,3
MOPD-B474C4ED9102B46E,4369,TRN-AB27A8B6DCA9D129,REC-9B355CC715C66F9A,B,3
MOPD-B3EABE56BB748FAA,4370,TRN-6C3CEE74717AB272,REC-82F31569B138C22F,C,1
MOPD-42F5527E69DC5CD0,4371,TRN-A80522A791FB6A36,REC-0706A726A7D82479,C,1
MOPD-651AE3B1D3196F9C,4372,TRN-B17C7236FEFA095D,REC-0AAB29F440A520C7,A,2
